Age,Gender,Monthly Income (AED),Highest Education,Nationality,Purchase Frequency,Monthly Skincare Spend (AED),Brand Preference,Purchase Influencing Factors,Platforms Used,Most Trusted Platform,Influencer Count,Main Influencer Tier Followed,Influencer Content Type Considered,Purchased After Influencer Recommendation,Likelihood to Try Influencer Brand,Willingness to Pay Extra,Main Challenge,Influencer Marketing Effectiveness,Most Influential Ad Format,Purchase Time After Influencer,Online Community Member,Would Recommend Based on Influencer,Biggest Influencer Marketing Turn-off,Preferred Discovery Channel
41,Female,"5,000–9,999",Master’s Degree,Expat – Arab,Every 2–3 months,Less than 100,No preference,"Price, Online reviews","YouTube, TikTok, Snapchat",YouTube,None,Micro (10k–100k),"Instagram Posts, Instagram Reels, YouTube Videos",No,Neutral,1–10% more,Not sure what works for me,Neutral,Standard post,After a long time,No,No,None,Social media/influencers
31,Male,"10,000–19,999",High School,Expat – Asian,Weekly,Less than 100,Korean,"Friends/Family recommendations, Social media influencers","Instagram, YouTube, TikTok",YouTube,4–7,Macro (100k–1M),"Instagram Stories, Instagram Reels, YouTube Videos",Yes,Very likely,No increase,Not enough trusted reviews,Highly effective,Long video (YouTube/TikTok),Within a month,No,No,None,In-store
33,Female,"30,000 or more",Other,Expat – Arab,Monthly,250–499,No preference,"Price, Brand reputation","Instagram, Snapchat",YouTube,1–3,Celebrity (10M+),"Instagram Posts, Instagram Stories, TikTok Videos",No,Likely,No increase,Not enough trusted reviews,Somewhat effective,Story,Within a month,No,No,Unrelatable content,Friends/Family
22,Male,"10,000–19,999",Bachelor’s Degree,Other,Rarely,250–499,Korean,"Price, Online reviews","Instagram, YouTube",TikTok,4–7,Micro (10k–100k),"Instagram Posts, Instagram Stories, YouTube Videos",Yes,Likely,1–10% more,Hard to find in Dubai,Not very effective,Story,After a long time,No,Yes,Repetitive ads,Advertisements
33,Female,"10,000–19,999",Master’s Degree,Expat – Western,Every 2–3 months,250–499,Korean,"Friends/Family recommendations, Online reviews","Instagram, YouTube",Instagram,4–7,Micro (10k–100k),Instagram Stories,No,Very likely,No increase,Not sure what works for me,Highly effective,Standard post,Never,No,No,Repetitive ads,Friends/Family
19,Male,"Less than 5,000",Bachelor’s Degree,Expat – Western,Every 2–3 months,Less than 100,Drugstore,"Price, Online reviews",YouTube,YouTube,4–7,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos",Yes,Very unlikely,1–10% more,Hard to find in Dubai,Somewhat effective,Story,Within a month,No,Yes,Repetitive ads,Advertisements
53,Female,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Weekly,100–249,Korean,"Online reviews, Brand reputation","Instagram, YouTube, Snapchat",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Reels, YouTube Videos",No,Unlikely,1–10% more,Too many options,Somewhat effective,Reel,After a long time,No,No,None,In-store
46,Male,"Less than 5,000",High School,Expat – Asian,Monthly,Less than 100,Drugstore,"Price, Brand reputation","Instagram, TikTok",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos, TikTok Videos",No,Very likely,1–10% more,Products are expensive,Not very effective,Story,Within a week,No,No,Over-promotion,Advertisements
28,Male,"10,000–19,999",High School,Expat – Arab,Every 2–3 months,100–249,Organic/Natural,"Friends/Family recommendations, Price","YouTube, TikTok",YouTube,1–3,Macro (100k–1M),"Instagram Stories, Instagram Reels, YouTube Videos, TikTok Videos",No,Likely,26–50% more,Not enough trusted reviews,Somewhat effective,Story,Within a week,No,Yes,Over-promotion,Social media/influencers
38,Female,"30,000 or more",Doctorate,Emirati,Monthly,250–499,Organic/Natural,"Product ingredients, Price","Instagram, YouTube, TikTok",Instagram,None,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",No,Neutral,1–10% more,Products are expensive,Not effective at all,Standard post,Within a month,Yes,Yes,Over-promotion,Friends/Family
39,Male,"10,000–19,999",Master’s Degree,Emirati,Every 2–3 months,Less than 100,Organic/Natural,"Brand reputation, Online reviews","Instagram, YouTube, Snapchat",Instagram,8 or more,Mega (1M–10M),"Instagram Posts, Instagram Stories",No,Very likely,11–25% more,Too many options,Somewhat effective,Reel,Within a month,No,No,Unrelatable content,Online search
26,Female,"Less than 5,000",Master’s Degree,Expat – Asian,Every 2–3 months,Less than 100,Organic/Natural,"Price, Social media influencers",Instagram,TikTok,1–3,Macro (100k–1M),"Instagram Stories, Instagram Reels",Yes,Neutral,11–25% more,Too many options,Somewhat effective,Reel,Within a week,No,No,Repetitive ads,Social media/influencers
36,Male,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Weekly,Less than 100,Organic/Natural,"Social media influencers, Online reviews",TikTok,TikTok,8 or more,Mega (1M–10M),"Instagram Stories, Instagram Reels",Yes,Neutral,26–50% more,Too many options,Highly effective,Story,Within a month,Yes,Yes,Repetitive ads,In-store
40,Male,"10,000–19,999",Master’s Degree,Expat – Asian,Every 2–3 months,Less than 100,Drugstore,"Friends/Family recommendations, Brand reputation","Instagram, YouTube",Instagram,4–7,Mega (1M–10M),"Instagram Stories, TikTok Videos",No,Neutral,No increase,Not enough trusted reviews,Neutral,Long video (YouTube/TikTok),Within a week,No,No,Over-promotion,In-store
36,Male,"5,000–9,999",High School,Emirati,Rarely,Less than 100,Korean,"Brand reputation, Product ingredients","Instagram, YouTube, Snapchat",TikTok,None,Mega (1M–10M),"Instagram Stories, Instagram Reels, YouTube Videos",No,Neutral,11–25% more,Not enough trusted reviews,Somewhat effective,Story,Within a month,No,Yes,Over-promotion,Advertisements
31,Male,"20,000–29,999",Bachelor’s Degree,Expat – Arab,Weekly,250–499,Korean,"Brand reputation, Price","Instagram, YouTube, TikTok, Snapchat",Instagram,1–3,Micro (10k–100k),"Instagram Stories, Instagram Reels, YouTube Videos",No,Neutral,26–50% more,Hard to find in Dubai,Neutral,Reel,After a long time,No,No,None,Friends/Family
28,Female,"20,000–29,999",Bachelor’s Degree,Expat – Asian,Monthly,100–249,Korean,"Friends/Family recommendations, Brand reputation","Instagram, TikTok, Snapchat",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",No,Very unlikely,1–10% more,Not sure what works for me,Somewhat effective,Reel,Within a month,No,No,Lack of authenticity,Social media/influencers
35,Male,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Monthly,"1,000 or more",Organic/Natural,"Online reviews, Product ingredients","Instagram, TikTok",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, TikTok Videos",No,Likely,No increase,Too many options,Somewhat effective,Long video (YouTube/TikTok),Within a week,Yes,No,Lack of authenticity,Social media/influencers
32,Female,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Monthly,Less than 100,Drugstore,"Social media influencers, Product ingredients","Instagram, TikTok",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Stories",No,Unlikely,26–50% more,Not sure what works for me,Not very effective,Story,Never,No,No,Unrelatable content,Social media/influencers
49,Female,"5,000–9,999",High School,Expat – Arab,Monthly,Less than 100,Drugstore,"Price, Social media influencers","Instagram, TikTok",YouTube,8 or more,Mega (1M–10M),"Instagram Posts, Instagram Stories, YouTube Videos",Yes,Very likely,1–10% more,Too many options,Neutral,Standard post,Within a month,No,Yes,Lack of authenticity,Online search
67,Female,"Less than 5,000",Bachelor’s Degree,Expat – Western,Every 2–3 months,Less than 100,No preference,"Social media influencers, Product ingredients",TikTok,TikTok,1–3,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels",Yes,Likely,No increase,Products are expensive,Highly effective,Story,After a long time,No,Yes,Over-promotion,Friends/Family
56,Female,"5,000–9,999",Master’s Degree,Expat – Asian,Rarely,Less than 100,Korean,"Price, Online reviews","Instagram, YouTube, TikTok",Instagram,1–3,Mega (1M–10M),"Instagram Stories, Instagram Reels",Yes,Very likely,11–25% more,Products are expensive,Neutral,Standard post,Within a month,No,Yes,Lack of authenticity,Social media/influencers
40,Female,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Monthly,250–499,Drugstore,"Product ingredients, Social media influencers","Instagram, TikTok",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Reels, YouTube Videos, TikTok Videos",No,Neutral,No increase,Hard to find in Dubai,Neutral,Standard post,Never,No,No,Lack of authenticity,Social media/influencers
31,Female,"10,000–19,999",High School,Expat – Arab,Weekly,Less than 100,Organic/Natural,"Online reviews, Social media influencers",Instagram,Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",No,Very likely,No increase,Not sure what works for me,Highly effective,Story,After a long time,No,No,Unrelatable content,Advertisements
55,Male,"10,000–19,999",High School,Expat – Asian,Every 2–3 months,500–999,No preference,"Friends/Family recommendations, Brand reputation","Instagram, Facebook",Instagram,1–3,Mega (1M–10M),"Instagram Posts, Instagram Reels",No,Unlikely,1–10% more,Too many options,Somewhat effective,Story,Within a month,Yes,Yes,Over-promotion,Social media/influencers
50,Male,"Less than 5,000",Bachelor’s Degree,Expat – Western,Monthly,250–499,Drugstore,"Friends/Family recommendations, Price","Instagram, TikTok",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Reels, YouTube Videos, TikTok Videos",No,Neutral,1–10% more,Not sure what works for me,Somewhat effective,Long video (YouTube/TikTok),Within a week,No,No,Over-promotion,Social media/influencers
65,Female,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Every 2–3 months,100–249,Organic/Natural,"Friends/Family recommendations, Online reviews","Instagram, YouTube, TikTok",TikTok,1–3,Mega (1M–10M),None,No,Very likely,11–25% more,Not enough trusted reviews,Somewhat effective,Story,Within a month,No,No,Lack of authenticity,Friends/Family
42,Female,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Monthly,100–249,No preference,"Brand reputation, Friends/Family recommendations","Instagram, YouTube, TikTok",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, TikTok Videos",No,Neutral,1–10% more,Hard to find in Dubai,Neutral,Long video (YouTube/TikTok),Within a month,No,No,Repetitive ads,Friends/Family
76,Female,"5,000–9,999",Bachelor’s Degree,Expat – Western,Monthly,100–249,No preference,"Price, Social media influencers","Instagram, YouTube, TikTok",TikTok,1–3,Celebrity (10M+),Instagram Posts,Yes,Unlikely,11–25% more,Too many options,Highly effective,Long video (YouTube/TikTok),Within a month,No,Yes,Lack of authenticity,Advertisements
42,Female,"20,000–29,999",Master’s Degree,Expat – Asian,Monthly,250–499,No preference,"Online reviews, Brand reputation","Instagram, YouTube, TikTok, Snapchat",Instagram,1–3,Macro (100k–1M),Instagram Posts,No,Neutral,No increase,Too many options,Highly effective,Long video (YouTube/TikTok),Within a week,Yes,No,Over-promotion,Social media/influencers
31,Female,"Less than 5,000",Bachelor’s Degree,Expat – Asian,Every 2–3 months,Less than 100,Korean,"Friends/Family recommendations, Social media influencers","Instagram, YouTube, TikTok, Snapchat",Instagram,8 or more,Macro (100k–1M),Instagram Stories,Yes,Very likely,1–10% more,Products are expensive,Somewhat effective,Long video (YouTube/TikTok),Within a month,Yes,Yes,Lack of authenticity,Online search
33,Female,"5,000–9,999",Master’s Degree,Expat – Asian,Monthly,Less than 100,Premium,"Price, Product ingredients","Instagram, YouTube",Instagram,None,Micro (10k–100k),Instagram Posts,No,Unlikely,No increase,Products are expensive,Not effective at all,Reel,Within a month,No,No,Over-promotion,Online search
48,Female,"5,000–9,999",High School,Expat – Arab,Every 2–3 months,Less than 100,Drugstore,"Price, Brand reputation","Instagram, TikTok, Snapchat",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos",No,Neutral,No increase,Not sure what works for me,Neutral,Long video (YouTube/TikTok),After a long time,No,No,Over-promotion,In-store
32,Male,"20,000–29,999",Bachelor’s Degree,Expat – Asian,Monthly,250–499,Drugstore,"Online reviews, Friends/Family recommendations","TikTok, Facebook",TikTok,None,Celebrity (10M+),"Instagram Posts, Instagram Reels, YouTube Videos, TikTok Videos",Yes,Likely,11–25% more,Products are expensive,Highly effective,Story,After a long time,Yes,Yes,Over-promotion,Social media/influencers
76,Female,"10,000–19,999",Master’s Degree,Expat – Arab,Monthly,100–249,Korean,"Social media influencers, Brand reputation","YouTube, TikTok",TikTok,None,Mega (1M–10M),"Instagram Stories, Instagram Reels",Yes,Likely,No increase,Too many options,Somewhat effective,Reel,Within a week,No,Yes,None,Online search
46,Male,"5,000–9,999",High School,Other,Monthly,250–499,Premium,"Price, Online reviews",None,None,8 or more,Micro (10k–100k),"Instagram Stories, Instagram Reels",No,Likely,11–25% more,Hard to find in Dubai,Somewhat effective,Long video (YouTube/TikTok),Within a week,Yes,No,Repetitive ads,Social media/influencers
40,Male,"10,000–19,999",High School,Expat – Asian,Rarely,Less than 100,Drugstore,"Social media influencers, Product ingredients","Instagram, YouTube, TikTok",YouTube,4–7,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos",Yes,Unlikely,No increase,Not sure what works for me,Neutral,Story,Immediately,No,Yes,Unrelatable content,Advertisements
41,Female,"10,000–19,999",Master’s Degree,Expat – Asian,Rarely,250–499,Premium,"Product ingredients, Brand reputation","Instagram, YouTube",TikTok,4–7,Macro (100k–1M),"Instagram Posts, Instagram Reels, TikTok Videos",No,Likely,No increase,Too many options,Somewhat effective,Standard post,Immediately,No,No,Lack of authenticity,Advertisements
36,Male,"30,000 or more",Bachelor’s Degree,Expat – Asian,Monthly,100–249,Drugstore,"Brand reputation, Social media influencers","Instagram, TikTok",YouTube,4–7,Micro (10k–100k),"Instagram Posts, Instagram Stories, TikTok Videos",No,Very likely,No increase,Not sure what works for me,Not effective at all,Reel,Within a week,No,No,Unrelatable content,In-store
23,Male,"5,000–9,999",Bachelor’s Degree,Expat – Western,Monthly,Less than 100,Organic/Natural,"Social media influencers, Product ingredients",None,None,4–7,Macro (100k–1M),None,Yes,Unlikely,11–25% more,Too many options,Somewhat effective,Reel,After a long time,Yes,Yes,Lack of authenticity,Online search
33,Male,"20,000–29,999",High School,Expat – Western,Monthly,100–249,Premium,"Social media influencers, Product ingredients",Instagram,Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, TikTok Videos",Yes,Very likely,No increase,Not enough trusted reviews,Somewhat effective,Long video (YouTube/TikTok),Never,No,Yes,Unrelatable content,Friends/Family
72,Female,"30,000 or more",Master’s Degree,Expat – Asian,Monthly,250–499,Korean,"Brand reputation, Friends/Family recommendations",Snapchat,None,4–7,Micro (10k–100k),Instagram Stories,No,Very unlikely,1–10% more,Products are expensive,Neutral,Standard post,Within a month,No,No,Over-promotion,Social media/influencers
43,Female,"20,000–29,999",Bachelor’s Degree,Expat – Asian,Monthly,100–249,Korean,"Price, Product ingredients","Instagram, YouTube",YouTube,1–3,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels, TikTok Videos",No,Likely,1–10% more,Not enough trusted reviews,Not very effective,Reel,Within a month,No,No,Repetitive ads,Friends/Family
